Cluster,cluster_rank,composite_score,cleaned_summary
6,4.0,0.6362103558240552,"this lecture addresses practical data analysis challenges particularly those encountered when applying a trained model to new data and introduces the curse of dimensionality

data distribution mismatch the lecture begins by discussing exam performance with new data  the model trained on original data performs poorly on the new data  kernel density estimation kde plots reveal that the feature distributions differ significantly between the original and new datasets this indicates the data were sampled from different populations explaining the models poor performance

exploratory data analysis eda the lecture then moves to a solution walkthrough starting with eda  this involves

missing value handling identifying and addressing missing values using techniques like imputation mean median etc or more advanced algorithms
descriptive statistics calculating and analyzing descriptive statistics min max mean median etc for each feature
outlier detection using box plots to check for outliers in this case no outliers were found
imbalanced data analyzing the ailment target variable and finding it heavily imbalanced specifically with very low counts for heart disease this imbalance makes accurate prediction for heart disease extremely difficult techniques like oversampling and undersampling are mentioned but obtaining more data is suggested as the most effective solution
kde plots generating kde plots for all features to visualize and compare their distributions
curse of dimensionality the lecture then introduces the curse of dimensionality which arises when the number of features in a dataset increases significantly this leads to several problems

increased sparsity data points become more spread out making it harder to find meaningful patterns
increased complexity model complexity increases leading to potential overfitting
increased computational cost training and processing become more resourceintensive
distance distortion distances between data points become less meaningful as they tend to become more uniform
consequences and solutions the consequences of high dimensionality include overfitting increased computational resources and data sparsity

solutions to the curse of dimensionality include

dimensionality reduction techniques like principal component analysis pca to reduce the number of features
feature selection selecting the most relevant features
regularization techniques that penalize model complexity
increasing the amount of data more data can mitigate the effects of sparsity"
6,5.0,0.6292255155443155,"todays class was spent on revisiting the midsem exam in which we saw data insight analysis using kde plots range checks missing value imputation and box plots for outliers we determined that normalization was needed and touched upon a recommendation to oversample heart disease which was not carried out as there was extreme class imbalance
we went back to the midsem correlation heat map which at first glance seemed to have no significant relationships but this was deceptive because of multicollinearity to correct for this we calculated r values between all pairs of features and applied variance inflation factor vif to conclude that only six features were actually independent and others could be represented as linear combinations of these
the lecture also touched on performance measures the confusion matrix and ta feedback on the e3 exercise we wrapped up with a discussion of the curse of dimensionality which occurs when there are too many features compared to available data causing overfitting sparsity growth computational expense and complexity the solutions are either to grow data volume or to shrink feature dimensions"
7,1.0,0.6685623063717372,sir started with exploratory data analysis sir explained them with the example of the session summary we have been uploading in there data there were length of character in response submitted by each average length of summary submitted pivot table a tool which helps us analyse and summarise data of a column we get different values computed for a given column of data such as mean max min std dev and other such statistics this initially gives us some inferences about data which we can use to further process the data  linear regression is not valid beyond training data doing exploratory data analysis gives us ideas on what to focus on statistical summaries varies kinds of plots can be created using plots sir then showed how to analyse data of a chemical plant we have 250 columns and we have to understand nature of these columns the data has certain parameters at which the plant operates edge computing analysis data when we acquire data sensors getting more advanced that the they acquire and analyse data and give us kind of summary the pivot table automatically identifies columns like date and time when we see min and max of data we will find blank or outliers or erroneous data anomalies by using this we can remove such data we can use box plot or scatter plot to identify outliers in the report of this data analysis we will give some basic definitions of some metrics plots and inferences iqrq3q175 percentile25 percentile outliers will be q115iqr and q315iqr the factor of 15 can be changed as per our requirement some times we can identify a boundary between outliers and other data based on plots in some cases the mathematical boundary may not be suitable so we have to choose accordingly while plotting we selectively pick some parameters and them analyse them from plots based on the plots or data we need to ask questions about possible how the data is generated or what process behind that parameter we can identify relationship between variables and we can combine them together we have to ask questions about data and add those into our data when we get data we will get incorrect incomplete data we have to attribute why such an error has arises then tas gave us feedback on e2 assignment sir then said the importance of documentation
7,2.0,0.6424843211771911,"in this lecture we continued our discussion on eda we learnt how to create pivot tables in excel which summarize the entire data into a table whose entries can be chosen by us this will help us create a summary of the data and understand the various trends and patterns in the data using the pivot table entries one can then create plots to analyze the distribution pattern in the data this can be used to predict any desired value in future the example which we discussed in class was that of the average number of characters in the summary on any particular day this can be useful to predict the approximate number of characters in the summary of any day in the future
we can use various plots including box plots scatter plots histograms as well as descriptive statistics function in excel to determine the outliers in the data set any of these can be used to reach out to a conclusion regarding the outliers also it is not always correct to completely disregard the outliers as they may also reveal certain important problems patterns in the data which cannot be ignored
eda includes all these tasks of cleaning comprehending analyzing the data and extracting valuable insights from it which can be further used to build a model 
apart from this we also looked at two case studies one was regarding the measurements of numerous different parameters related to a process in chemical plant with the measurements collected on daily basis we created a pivot table which included the various parameters in the columns and the dates in the rows then we added the values of count of the total measurements made in that year the average max min of these measurements for each of the parameter we observed in some cases the min value of the parameter dropped to 0 which cannot be practically possible as we cannot have 0 pressure or temperature the problem occurred due to the missing values of these parameters on some days
the next case study was about the creation of energy using solar radiation the oil and water temperatures were recorded at different time intervals and the data was available various line plots were created to analyze the variation in these temperatures at different times of the day and further on different days
correlation maps were also made to understand the correlation between the various independent variables there were certain patterns in the temperatures from birds eye point of view however more distinct patterns were observed within these large variations when looked through a zoomed in perspective suggesting hourtohour as well as daily variations in the temperatures all these plots could be analyzed to help us understand how we can separate the noise from the signals identify the outliers and use them to predict the values of the output variable in the future"
7,3.0,0.6420286430690312,"in todays lecture sir explained how to do exploratory data analysis eda he used excel and pivot tables to do so we look at different things like mean median min max stdev histogram box plot summary statistics 
 scatter plot from the pivot table in order to get an idea about session summary data set using this we were able to get some outliers whose summarys character values were significantly higher than others then we also did the same eda for different dataset related to chemical plant where there was a data filled in 241 columns on daily basis for around 6 years there were also some missing entriesoutliers the report on this data based showed that all that 241 columns can be more or less replaced with 17 pcas at last tas discussed about our e2submissions and gave us their insights about that"
7,4.0,0.6354646326798753,"we started with pivot tables in excel we learned how pivot tables help to summarize large collections of data by grouping and totaling values we learned how to create a pivot table in excel drag and drop fields and calculate measurements like sum average count and percentages to effectively analyze data

then we moved on to other eda exploratory data analysis methods we talked about how summary statistics like mean median variance and standard deviation give an idea of the data we also covered visualization methods like histograms box plots and scatter plots to identify trends skewness and outliers

lastly we touched on how data issues like class imbalance could impact analysis when one of the classes significantly outweighs all the rest it can skew results we also did a quick overview of feature engineering and transformation which are utilized to assist in improving data quality before analysis"
7,5.0,0.6323070408171036,"class started by the introduction to pivot table we can find various parameters of a data like average of total characters sum min max and std of the total characters we analyzed the data of the submissions of summaries we checked the histogram  for the average number of characters we noticed that the majority of the portion lies in the lesser number of characters we further created a box plot to find that there were some outliers in the data 
we calculated the skewness and kurtosis and plotted a scatter plot to support the conclusion for outliers 
we get shape of distribution by the histogram other methods can help us know about the outliers 
for the data we explored the maximum submissions the minimum submission the number of times they have submitted then we went to who on which date submitted what length of submission there were several missing values in the overall sheet 
sir moved to the chemical plant data we understood how data can be calculated for every 5 min or every hour but it will just explode the data to find the inner fluctuations we need to dub up data on using pivot table we found that a lot of data is missing we went to the min max and average value of the data we found an anomaly min value for zero for a parameter to check the place in which the error occurred we cut down the observations into small chunks until we found it on plotting this data these anomalies were clearly visible we also created histogram and box plots it is a good practice to create all the images and view them at once we noticed how the plots with and without outliers look different from one another  later we proceeded to see the documentation of the data in the anomaly and questions were highlighted we do not want to exclude feature that may be useful we went on to check how many of the variables are independent we noticed that out of these hundreds of data rows we only need 17 principle component or 17 independent process to describe the entire process also we can reorganize data and bring similar observation together this makes the heatmap look better 
we also checked for the data obtained from a transformer operations the incomplete can be from sensor failure or device failure we noticed how there can be points where hypothesis can be generated and we need to decide if to accept it or reject it quality of input depends on the quality of our exploratory data analysis"
8,1.0,0.8631195402807814,"the class started off with the realisation that till now we were working with good tailored data without any issues however in real life we almost never get any such data without any problems much of the real life data has a lot of problems which need to be understood in order to solve the problems in the data and get some meaningful results for this we perform eda or exploratory data analysis on our data our data could come in various formats like text some files or some databases with large amounts of data present and we might be exposed to nontabular and nonnumeric data so we started off with a process for data mining known as crisp  dm ie cross industry standard process for data mining it has 6 steps which run cyclically which includes business understanding data understanding data preparation modelling evaluation and deployment of the model business understanding involves defining business objectives assess situations based on domain knowledge and understand the goals of the firm while also understanding the constraints also understand the success criteria and create a project plan as to how much time to allocate to different procedures 
the major steps which we were focusing on were data understanding and data preparation data understanding involves collection of data describe and explore the data and also verify the quality of data which you have collected as to whether it has some useful insights to give or not data preparation involves selection and cleaning of the data and construct the data into that which is good to work on we further moved on to eda which is a part of the data understanding step 
eda involves performing some initial investigations on the data and to gain some basic insights from it and to spot anomalies create and test hypothesis and check our assumptions eda basically uses mathematical and visual statistical tools we then went through a mind map pertaining to data problems problems can be in the dependent or independent variable or both we could have maybe no data about the dependent variable or maybe insufficient or incorrect data or maybe we could have too much data to handle each of these problems have different solutions which involve sampling or generating data based on some theory problems with independent variables involve having too many independent variables ie having multiple columns and having problems within the columns and also between columns within columns we could have missing data some distribution issues heteroscadasticity ie varying variance across the data between columns we could have too few or too many features 
eda is the first step in the data analysis pipeline where we can get some insights like how features are distributed what are the outliers etc a common eda technique involves plotting histograms and checking the distributions of each variable then we plot box plots which show us the amount of variability in the data where the central line shows us the median value and the box around it shows the variations anything outside the main boxes may be considered as outliers we also plot some correlation heat maps to understand correlations between different variables matrix plot is a 2featureeach plot plotted in a matrix formation which are used to find valuable insights but are limited to two features at a time some line plots can show some trends in the data which can be useful to make certain predictions 
we then moved on to handling missing values there are multiple types of missing data mcar  missing completely at random mar  missing at random or mnar  missing not at random mcar has completely random data points missing mar has some relationship between the missing data points which could be due to resource method of measurement etc mnar says that unobserved values are itself responsible for the data being missing now when we have identified missing data we could maybe ignore these missing points but many algorithms dont know how to handle missing data and information may be lost we could also delete all the missing values which could lead to data loss but it is the easiest to do another option could be to replace the missing values with some data statistic like the mean or the median mode could be used for categorical data sometimes instead of the data mean we could use some of the values close to the missing data point in order to fill the place we also have multi variate approaches where we observe the other columns as well in order to fill our missing value knn takes the mean of the nearest neighbour and fits the mean of the neighbouring values while mice fits a linear predictor in order to fill in values based on a trend time series data is special because we can use temporal judgement to fill the data we can use interpolation methods to fill in points or use simple moving averages as well 
we then talked about outliers which are data points that are signifcantly different from the rest of the observations some algorithms are not very sensitive to outliers while some are quite sensitive we discussed about quartiles and the inter quartile range which can be used to detect outliers standard deviation can also be used for normally distributed data where any data point beyond 3 standard deviations from the mean can be classified as an outlier for multi variate data we have dbscan which is density based spatial clustering of applications with noise where outliers are points which are not classified into any broad clusters of high density points outliers also can be dealt with in many ways like removing them from the dataset etc true outliers are data points which are extreme values but they are not erreneous for such outliers we could make a separate set out of these and deal with the normal observations and the outliers separately  for outliers we use the median and not the mean as the mean is influenced by the outliers while the median is not also for calculating the median we sort the data first so that we get the correct metric 
not all techniques are useful for all kinds of data hence domain knowledge becomes important so as to know what techniques are best for us"
8,2.0,0.7546978625773478,"in this lecture we learnt about exploratory data analysis this is the first step towards creating any machine learning model eda involves cleaning transforming understanding and analyzing the raw data through basic and primary techniques data can be analyzed to reveal patterns in it if any this can be done using either mathematical formulae or by making visual charts also many times we dont get a single data file instead we have to merge a lot of files to get a compact single data file on which we perform further analysis 
there is crispdm cross industry standard process for data mining in which there are 6 steps to be followed for building a good ml model 
the steps are
1 business understanding this involves acquiring domain knowledge clearly defining our goal and objectives and understanding the problems that are to be tackled by the model 
2 data understanding this step involves collection analysis and assessment of the relevancy and quality of data
3 data preparation it involves cleaning and transforming data into suitable form for analysis feature engineering is done to select the most relevant appropriate features
4 modelling after performing the data analysis and cleaning steps we move towards fitting a basic model to our data the model is trained based on the available data if yvalues are not available we used unsupervised learning algorithms to cluster the data and assign labels to it
5 evaluation  assessment of the model performance using various metrics and implementing changes in it if any
6 deployment implement the final model and monitor its performance to make improvements with time also effectively present the insights and results of our model
the entire process is iterative we need to repeat the steps again and again as and when required
we need to establish a certain acceptance criterion for our model for many algorithms we assume that the distribution of the features is normal however this may not be the case for every x heteroscedasticity is another problem in which the variance of the residuals is not constant and keeps varying 
in eda we have to clean the data account for the missing values and also detect the outliers and take necessary actions to handle these 
the example we discussed in class was that of clustering patients into diabetic nondiabetic by considering various features including insulin levels glucose levels age bmi etc these features in the very basic step can be analyzed using histograms which may give us some if not complete idea about the distribution we can also use correlation maps heat maps to find out the relation between these features however we cannot completely rely on these and we should take into consideration numerous other factors as well we looked upon matrix plot box plots quartile plots and some others to find the relationship in the data the box plots histograms can be used to detect outliers 
it is important to know find out what we should do with the missing values and outliers in some cases it is reasonable to ignore the entire row observation and in some others it is better to fill up the missing values all this depends on the count of missing values if there are a large number of such missing values then completely deleting those observations would leave us with merely 1015 rows which is not at all sufficient to build up a model 
for filling up the missing values we can use either mean mode or median depending on the level of measurement for example when we have nominal data we use mode because the concept of mean is not defined for nominal data 
the next step is to detect the outliers there are several methods to do so we can plot histograms box plots and find out the points that lie far beyond the region where maximum of the points lie dbscan density based spatial clustering of applications with noise is yet another method used for detecting outliers it considers a point and finds out other points around it which are in close proximity to it likewise it clusters all other points thereby forming groups the outliers remain ungrouped 
median is not affected by the outliers but the mean is hence median is preferred over mean for detecting outliers however in some cases use of mean is not justifiable as it deviates largely from the values nearby the missing values considering this as the approximate missing value would lead to larger errors 
instead of using mean or median for filling the missing values we can also use a regression model in that region and determine the missing values so even for filling the missing data and for data cleaning eda we use various models this suggests that all the steps involved in building a model from the basic raw data are iterative and are performed in loops 
by carrying out these repetitive operations we keep refining our model so as to get the best possible model for our data set"
8,3.0,0.7487674838671814,sir started with how to read confusion matrix and how to interpret it till now the data given to us was ordered and structured data but in real data will be different we have to understand the nature of data we have some tools to understand data after understanding this data we have to think and apply proper transformations so that data will be converted into a form suitable for analysis data formats can be text binary files database from internet crispdm  cross industry standard process for data mining it has six steps running cyclically 1 business understanding 2 data understanding  3 data preparation 4 modelling 5 evaluation 6 deployment currently we see data understanding and data preparation dont use deep learning networks when you are not supposed to use use the most appropriate model suitable data understanding collect initial data describe data verify data quality data preparation select data clean data construct data integrate data format data edaperforming initial investigations on the data to gain insights spot anomalies test hypothesis and check assumptions then sir showed a mind map about data problems and explained it heteroscedasticity different variance at different points of dataset then one of the teaching assistant gave explanation about eda diabetes data set was analysed the features are glucose level bmibp and insulin  the output is whether a person is diabetic or not a boxplot can help understand variability in the features and any outliers present in them feature correlations helps us filter data better matrix plot between can show more such relationships between the featurestwo at a time we have to do time based analysis how data evolves in time find any underlying trend or seasonality in the data handling missing values missing data is shown as na it is of three formats missing completely at randommcarcompletely random data points missing missing at randommarsome relationships between missing point and values in different columns  missing not at randommnar to solve this we can just leave those missing points like that we can replace the missing point with mean median or mode we can use knn we can see the nearest points near the missing point and take their average and replace the missing value micemultiple imputation by chained equations so in filling missing data we might have to use machine learning models time series data is of particular interest because of the temporal aspects that we can utilize forward and backward fill linear interpolation simple moving averages we have to understand which method is best for which type  of missing points handling outliers datapoint that significantly differs from other data detecting outliers inter quartile range standard deviation  for multivariate data dbscan density based spatial clustering of applications with noise can be used to detect outliers to visualise higher dimensional data we can use 2d tsne plotdiscussed in detail in further lectures to remove outliers data trimming and data capping
8,4.0,0.7444933660363087,"in the previous lecture we discussed how to use a confusion matrix to evaluate the quality of results its important to verify whether the rows in the matrix represent actual or predicted values as they can differ

exploratory data analysis eda and crispdm
the crispdm crossindustry standard process for data mining methodology is broken down into six steps

business understanding define the objective set goals and plan
data understanding collect describe explore and verify data quality
data preparation select clean construct integrate and format data
modeling choose techniques design tests build and assess models
evaluation review results evaluate the process and plan next steps
deployment plan deployment monitoring maintenance and report creation
challenges in data
dependent variable y common problems include incorrect data manual or automated checks insufficient data addressed by collecting more simulating or using undersamplingoversampling and too much data handled through sampling
independent variable x issues include incorrect representation solved by encoding heteroskedasticity insufficient features resolved by feature engineering too many features dimensionality reduction feature scaling problems normalized via standardization and collinearity addressed through correlation analysis
eda on pima indians diabetes dataset
box plots help identify feature variability and outliers
feature correlation shows strong relationships between features
matrix plots highlight deeper relationships between features
clusters and trends identifying trends or clusters within data can show seasonality or recurring patterns
handling missing data
types of missing data

mcar missing completely at random
mar missing at random data missing due to external factors eg sensor failure
mnar missing not at random eg missing data because it exceeds a threshold
methods to handle missing data

delete instances remove rows with missing data
impute values replace missing values with mean median etc
multivariate imputation use algorithms like knn or mice multivariate imputation by chained equations to predict missing values based on other data
for time series data missing values can be filled in with close temporal values assuming small variations

handling outliers
univariate outliers identify outliers using the interquartile range iqr defined as q3  q1 outliers fall outside the range of q1  15iqr q3  15iqr

normal distribution method points outside the normal distribution range can be considered outliers

multivariate outliers use densitybased clustering methods eg dbscan where points with few nearby neighbors are treated as outliers

handling outliers

drop outliers simply remove them from the dataset
capping apply limits to outlier values

true outliers some extreme values may not be erroneous and provide valuable insights and should be handled based on domain knowledge such outliers should be treated independently and cautiously based on their impact on the model and their relationship with the data"
8,5.0,0.7427144435312212,"todays session focus mainly on exploratory data analysis but before that we learnt that how to differentiate between actual and predicted values in confusion matrices crispdm which stands for cross industry process for data mining in these 6 steps run cyclically 
1 business understanding in which we do many steps including assessing situation assumption and constraints risk
2data understanding in these we collect initial data explore data and also verify data quality 
3 data preparation in these we select data clean data construct data integrate and format data after this we can infer which is dependent and independent variables last three steps involved modelling evaluation and deployment
exploratory data analysis is an approach used in statistics and data science to analyze and investigate data sets it involves statistical graphs and data visualization methods to visually represent the data next we see that what are the problems associated with dependent and independent variables in case of dependent variables problems such as not availabilityremedy is that use unsupervised learning and create labels incorrect insufficient data it includes very few observations or data imbalances or too much data and in  independent variables there can be problems within the column or between the column itself heteroskedastic is that different variance exists throughout the entire datasets range further ahead we explore types of missing data in the formats  
1 missing completely at random 
2 missing at random 
3 missing not at random so what do we do  1 let them be na 
2 delete all instances with missing values 
3 or replace na values with a data statistics like mean or mode mode value helps in categorical data and multivariate data imputation can also be done further we explore outliers which are the data points that differ significantly from the rest of data points most of the models does not know how to handles this but there are some models which can tackle this problem how to detect these outliers we can do these either by univariate or multivariate methods we calculate quartiles which divide a dataset into four equal parts providing insights into data distribution 
 1 first quartile q1  25 lower quartile  it represents the 25th percentile
 2 second quartile q2  it represents 50th percentile and median of the entire dataset
 3 third quartile q3  75 upper quartile
 it represents the 75th percentile meaning 75 of the data falls below this value
standard deviation methods is similar in case of multivariate we have dbscan which stands for densitybased spatial clustering of applications with noise next we see that how to handles the outliers we can do these by data trimming and data capping values that lies in the extremes arent erroneous but they are called true outliers example  stock prices can drastically shoot up or down extreme weather events one important note is that means are influenced by the outliers median are not influenced by outliers to get median data should be sorted first combination of univariate columns many results in error"
9,1.0,0.7756172523772515,"we began by addressing a doubt from the previous lecture summaries it was about the ways in which we can improve our results from the model apart from just increasing the sample size so we can also consider and try out different models before fixing one we can compare the various metrics of these models and figure out the best one if we want to stick at our original model we can fine tune use it more appropriately to improve the quality of our results one of the solutions suggested was that of grid search
after having a brief discussion about the statistics from the summary submissions of the previous classes we then moved on to understand the significance of feature engineering in improving our results from the model by using feature engineering we can create more features or destroy the already existing ones to arrive at a set of most relevant and appropriate features that significantly describe the data we can use something like polynomial regression we already have one feature x1 with us we can raise it to higher and higher powers and introduce these as additional features in the mlr model we can also have a combination of the polynomial and trigonometric functions like sinx1 we observe that as we start adding more and more of these features to our model through feature engineering the r2 value increases however the adjusted r2 decreases this is because we are adding more and more features to the model which do not significantly improve the results hence by using feature engineering and analyzing the scatter plots and histograms of errors we can arrive at the best set of features for our model which can explain much of the variation in the data
all this is a part of exploratory data analysis eda
there are two types of feature engineering techniques  forward feature engineering and backward feature engineering in forward feature engineering we keep on adding more and more features in our model by transforming the existing features in backward feature engineering we start eliminating these features one by one from the model already having many features to arrive at the best set of features the elimination is done on the basis of the pvalues of the corresponding coefficients
after this we talked about multiple model creation so in real life scenarios we first have to get the data then perform eda and preprocess it to get good data this good data can now be fed to multiple models we can simultaneously compare the metrics of all the models and decide the best one from that we can use multiple or single models to fit our data depending on the variations in it however if a single model describes the data well then it is always preferred over handling multiple models
so mainly there are two types of models parametric and nonparametric in parametric models we can control the various parameters regression coefficients and we can also perform delta analysis on it this means we can find out how much the y value would change if the x value changes by an amount say delta slr and mlr are examples of such a model however in nonparametric models like random forest we cannot perform delta analysis instead they give us better predictions than the parametric models these models are also more flexible ie they can adapt to different types of data well
one of the models which we used on the data was the artificial neural networks ann ann consists of hidden layers which have nodes these nodes map link to each and every other node in the network to form links these links have certain weights associated with them the y value is a function of these weights and the x values these weights keep changing and are recalculated as more and more features are introduced when there are more than 1 hidden layer in the network we call it the deep learning network
more the layers more capable the model becomes but at the same time we need to feed more data in the network data x values is converted into information which is represented by the weights
we fitted many models on the same data set and compared various metrics like r2 mse etc of these to determine the best model for the data apart from comparing between models we can also use the metrics like mse within the model to assess its validity
we compared the relative difference between the metrics of the test and train data for a single model to arrive at meaningful conclusions
lastly we started with classification models and discussed logistic regression in that these classification models are used on discrete data like nominal and ordinal data to classify it into various classes the y values are called labels and they determine a particular class using logistic regression we are trying to find out the line curve which separates or segregates the data into different clusters such that misclassification despite of overlapping is minimized
so every point will have feature values x1x2 associated with it based on which it is given a y value ie a label
we concluded by discussing the sigmoid function and how it can be used to identify the equation of the line further discussions to be continued in the next class"
9,2.0,0.7202991025521065,to improve the quality of results we can improve the sample by either increasing quality of sample or size of sample we can improve the method by using multiple methods and select best one also we can fine tune and properly choose parameters linear regression outcome is expressed as a linear combination of independent variables taylor seriers expansion any function can be written as a sum of powers of x so we can fit any curve by defining x2x2x3x3 and use multiple linear regression if we keep on increasing number of feature adjusted r squared value decreases after a certain point linear regression of non linear independent variables the resulting regression method is known as polynomial regression the technique of starting with all features and remove features one by one until the model performance reaches a peak is known as backward feature engineering sir gave two exercises to solve based on feature selection and polynomial regression for different datasets linear regression does not always give proper fit there are many models under supervised machine learning based on data and exploratory data analysis we choose which models to try on this data each model can handle a different type of dataset better we can use multiple models at a time also we need to fit a single good model rather than fitting multiple models to predict output we have to think in long term if we fit multiple models total cost of ownership increases linear regression and similar methods are parametric methods random forest is a non parametric model with parametric model we can do delta analysisif there is certain change in feature what would be the change in output xg boost is also a nice non parametric model it gives residuals in better normal distribution as compared to random forest neural networks are examples of parametric models most of the present day ml models are based on this if there are more than one layer it is a deep learning network but deep learning requires a lot of data when y is nominal or ordinal we use classification techniques when it is internal and ratio it becomes a regression problem we then went on to logistic regression which is a classification method regress to go back to the mean in logistic regression we try to find boundaries between groups we need to find the boundary so that the misclassification is minimised  the output in this case is a categorical variable which denotes to which group the given point belongs we need a function that will convert any variable in between 0 and 1 we use the sigmoid function for this purpose
9,3.0,0.7072793092332147,"summary
todays class discussion start on a topic of how to improve the quality of results  we can do this by 1 improving the sample like quality and size of sample 2 improving the method like using multiple methods and selecting the best one 3 fine tuning of methods or properly using the methods example  gridsearch
the new definition of linear regression is that outcome is expressed as a linear combination of independent variables
when using mlr for any datasets and if the error plot is not random follows a pattern this indicates that forcing a line to model this data results in incorrect results we need to introduce nonlinear independent variables in the system so that the multiple linear regression method can use this nonlinearity to produce the desired nonlinear ycap this method is still linear regression but it is linear regression of nonlinear independent variables the method is known as polynomial regression as polynomial terms are introduced as independent variables to handle nonlinearity in y another term is feature engineering in which we introduced additional x variables to improve the performance of ml methods there are two types of feature engineering 1 forward engineering  it starts with an empty feature set and iteratively adds one feature at a time based on their performance and 2 backward engineering  it starts with a complete set of features and removes features one by one until the model performance reaches a peak both the techniques have their advantages and disadvantages and can be used in combination to optimise the feature selection process next we talked about some nonparametric models like random forest xg boost knn etc and their features some glimpses of neural networks which is an example of parametric models are composed of neurons and links with their weights if we start increasing the layer it becomes deep learning but it needs more and more data but chances of overfitting also increases
if the difference between rsquared of train and test data is more then it is case of overfitting by comparing rsquared and mse value we can select best model next we learned about the classification when y is nominal or ordinal values if y and x are available then it is supervised learning in logistic regression which is used for classification creates boundary along the data using sigmoid function"
9,4.0,0.7053787106424385,"to improve the results you can either improve the sample or improve the method used improving the sample could mean increasing the quality of the sample or the quantity when it comes to improving the method you can either finetune or better understand the method or use multiple and select the best one based on your knowledge about the metrics one technique used to improve the method is call grid search where you form an ndimensional grid with all the possible value combinations of the n parameters of the method and then evaluate which one is the best
polynomial regression is a type of linear regression where we add additional features derived from the given features and they are respectively the features raised to an exponent eg x1  x12 x13 etc more generally we can use domain knowledge and insights gained from exploratory data analysis to engineer even better features
there are two extremes to the process of feature selection in forward feature selection we start with an empty set of selected features and then based on our knowledge keep on adding features to the dataset in the hopes of improving the results in backward feature selection we start with all the features we can think of and then start reducing them by some metric eg pvalue
in parametric methods such as linear regression we can perform delta analysis which is answering questions like how much does the output change with a slight change in a particular feature this can be somehow achieved in nonparametric models also but is much easier in parametric ones
in real life after spending 80 of the time doing something with the data that does not include fitting a model we actually need to fit many models and then decide which amongst them is the best based on various factors some of which are interpretability whether we can make sense of what the model is doing maintainability the model will have to be recreated when data drift some changes to the trend in the data that occurs with time is observed hence if one model can fit the whole data it is better and of course the understanding and feel for numbers and error metrics
a neural network is a model where we have hidden layers that are connected to input and output and amongst themselves using links that have an associated weights the output function can still be expressed as wixi more layers called deep neural networks add more flexibility  provide more degrees of freedom to the neural network but in turn it becomes extremely data hungry the latest neural network models such as chatgpt have billions of parameters and are trained on internetscale data but the task that it performs is just given a few characters  words what is the most likely next character  word
logistic regression is classification period
need to predict the boundaries that separate the different classes in case of overlap we look for minimizing the number of misclassifications define an equation for the boundary and then based on the output assign a class label one such function that can do this is the sigmoid function sa  11ea"
